case_id,category,split,replay_verified,tx_hash,frame_index,depth,parent,call_tree,kind,target_address,target_role,function,decoded,value,gas,outcome,args_preview,events_preview,is_gt_vuln_function,role,essential,annotator,notes
C10,arithmetic,test,yes,0x7c5a909b45014e35ddb89697f6be38d08eff30e7c3d3d553033a6efc3b444fdd,16,2,15,    [CALL] 0xCC5159..e21f.receive() value=7548019801980198018,CALL,0xCC5159B5538268f45AfdA7b5756FA8769CE3e21f,attack_contract,receive,yes,7548019801980198018,55,Stop,,,,,,,
C10,arithmetic,test,yes,0x7c5a909b45014e35ddb89697f6be38d08eff30e7c3d3d553033a6efc3b444fdd,17,1,1,  [CALL] 0xDAFEA4..8Bc5.receive() value=490621287128712871,CALL,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5,,receive,yes,490621287128712871,0,Stop,,,,,,,
C10,arithmetic,test,yes,0x7c5a909b45014e35ddb89697f6be38d08eff30e7c3d3d553033a6efc3b444fdd,18,1,1,  [CALL] 0x096f0f..49a3.receive() value=7057398514851485212,CALL,0x096f0f03E4BE68D7E6dD39B22a3846B8Ce9849a3,attacker,receive,yes,7057398514851485212,0,Stop,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,1,0,,[CALL] 0x80a641..58Ca.de76fef5(),CALL,0x80a6419Cb8E7d1Ef1AF074368F7eAce1AE2358Ca,attack_contract,de76fef5,no,,1199910,Return,000000000000000000000000c13e21b648a5ee794902342038ff3adab66be9870000000000000000000000000000000000000000000000056bc75e2d631000000000000000000000000000000ee4b2c5...,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,2,1,1,  [CALL] 0xC13e21..E987.flashLoanSimple(),CALL,0xC13e21B648A5Ee794902342038FF3aDAB66BE987,,flashLoanSimple,yes,,1176277,Return,"0x80a6419Cb8E7d1Ef1AF074368F7eAce1AE2358Ca, 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2, 100000000000000000000 [1e20], 0x0000000000000000000000000ee4b2c533ed3ffb...",,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,3,2,2,    [DELEGATECALL] 0x811536..7115.flashLoanSimple(),DELEGATECALL,0x8115366Ca7Cf280a760f0bC0F6Db3026e2437115,,flashLoanSimple,yes,,1171215,Stop,"0x80a6419Cb8E7d1Ef1AF074368F7eAce1AE2358Ca, 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2, 100000000000000000000 [1e20], 0x0000000000000000000000000ee4b2c533ed3ffb...",,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,4,3,3,      [DELEGATECALL] 0xCb0e49..E9bA.a1fe0e8d(),DELEGATECALL,0xCb0e499954aE4277d0dB0E13A938b73745eBE9bA,,a1fe0e8d,no,,1164306,Stop,f81d8d79f42adb4c73cc3aa0c78e25d3343882d0313c0b80ece3d3a103ef1ebf000000000000000000000000000000000000000000000000000000000000004000000000000000000000000080a6419c...,"ReserveDataUpdated(param0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2, param1: 19408010078514371908453986 [1.94e25], param2: 32000000000000000000000000 [3.2e25]...",,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,5,4,4,        [CALL] 0x59cD1C..71DB.transferUnderlyingTo(),CALL,0x59cD1C87501baa753d0B5B5Ab5D8416A45cD71DB,,transferUnderlyingTo,yes,,40446,Return,"0x80a6419Cb8E7d1Ef1AF074368F7eAce1AE2358Ca, 100000000000000000000 [1e20]",,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,6,5,5,          [DELEGATECALL] 0x6175dd..9cC6.transferUnderlyingTo(),DELEGATECALL,0x6175ddEc3B9b38c88157C10A01ed4A3fa8639cC6,,transferUnderlyingTo,yes,,35426,Stop,"0x80a6419Cb8E7d1Ef1AF074368F7eAce1AE2358Ca, 100000000000000000000 [1e20]",,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,7,6,6,            [CALL] 0xC02aaA..6Cc2.transfer(),CALL,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,,transfer,yes,,29962,Return,"0x80a6419Cb8E7d1Ef1AF074368F7eAce1AE2358Ca, 100000000000000000000 [1e20]","Transfer(from: 0x59cD1C87501baa753d0B5B5Ab5D8416A45cD71DB, to: 0x80a6419Cb8E7d1Ef1AF074368F7eAce1AE2358Ca, amount: 100000000000000000000 [1e20])",,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,8,4,4,        [CALL] 0x80a641..58Ca.executeOperation(),CALL,0x80a6419Cb8E7d1Ef1AF074368F7eAce1AE2358Ca,attack_contract,executeOperation,yes,,1027233,Return,"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2, 100000000000000000000 [1e20], 0, 0x80a6419Cb8E7d1Ef1AF074368F7eAce1AE2358Ca, 0x0000000000000000000000000ee4b2c533ed3...",,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,9,5,8,          [STATICCALL] 0xC02aaA..6Cc2.balanceOf(),STATICCALL,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,,balanceOf,yes,,534,Return,0x80a6419Cb8E7d1Ef1AF074368F7eAce1AE2358Ca,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,10,5,8,          [CALL] 0xC02aaA..6Cc2.withdraw(),CALL,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,,withdraw,yes,,9202,Stop,100000000000000000000 [1e20],"Withdrawal(param0: 0x80a6419Cb8E7d1Ef1AF074368F7eAce1AE2358Ca, param1: 100000000000000000000 [1e20])",,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,11,6,10,            [CALL] 0x80a641..58Ca.receive() value=100000000000000000000,CALL,0x80a6419Cb8E7d1Ef1AF074368F7eAce1AE2358Ca,attack_contract,receive,yes,100000000000000000000,62,Stop,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,12,5,8,          [CALL] 0x7E9Cbc..1596.receive() value=100000000000000000000,CALL,0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596,,receive,yes,100000000000000000000,0,Stop,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,13,5,8,          [CREATE] 0x7E9Cbc..1596.new <unknown>(),CREATE,0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596,,new <unknown>,yes,,791125,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,14,6,13,            [STATICCALL] 0x0D8Df7..601E.underlying(),STATICCALL,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,underlying,yes,,2424,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,15,6,13,            [CALL] 0x5578f2..F17B.mint() value=1000000000000000000,CALL,0x5578f2E245e932a599c46215a0cA88707230F17B,victim,mint,yes,1000000000000000000,124630,Stop,,"AccrueInterest(: 0, : 0, : 1042981734676347846 [1.042e18], : 0) | Mint(: 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, : 1000000000000000000 [1e18], : 5000000000 ...",,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,16,7,15,              [STATICCALL] 0x0Dff0a..fA8c.getBorrowRate(),STATICCALL,0x0Dff0a338D8166338478FD330c8d374D525afA8c,,getBorrowRate,yes,,4971,Return,"0, 0, 0",,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,17,7,15,              [CALL] 0x0ee4b2..89f6.mintAllowed(),CALL,0x0ee4b2C533ED3fFbd9f04CD7E812A4041bbE89f6,,mintAllowed,yes,,29408,Return,"0x5578f2E245e932a599c46215a0cA88707230F17B, 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, 1000000000000000000 [1e18]",,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,18,8,17,                [DELEGATECALL] 0xcebC23..0276.mintAllowed(),DELEGATECALL,0xcebC23A10Ccb6805C6c759c9e9538DdD01990276,,mintAllowed,yes,,24240,Return,"0x5578f2E245e932a599c46215a0cA88707230F17B, 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, 1000000000000000000 [1e18]","DistributedSupplierComp(param0: 0x5578f2E245e932a599c46215a0cA88707230F17B, param1: 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, param2: 0, param3: 0)",,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,19,9,18,                  [STATICCALL] 0x5578f2..F17B.balanceOf(),STATICCALL,0x5578f2E245e932a599c46215a0cA88707230F17B,victim,balanceOf,yes,,2530,Return,0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,20,7,15,              [CALL] 0x0ee4b2..89f6.mintVerify(),CALL,0x0ee4b2C533ED3fFbd9f04CD7E812A4041bbE89f6,,mintVerify,yes,,1004,Return,"0x5578f2E245e932a599c46215a0cA88707230F17B, 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, 1000000000000000000 [1e18], 5000000000 [5e9]",,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,21,8,20,                [DELEGATECALL] 0xcebC23..0276.mintVerify(),DELEGATECALL,0xcebC23A10Ccb6805C6c759c9e9538DdD01990276,,mintVerify,yes,,403,Stop,"0x5578f2E245e932a599c46215a0cA88707230F17B, 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, 1000000000000000000 [1e18], 5000000000 [5e9]",,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,22,6,13,            [STATICCALL] 0x5578f2..F17B.totalSupply(),STATICCALL,0x5578f2E245e932a599c46215a0cA88707230F17B,victim,totalSupply,yes,,367,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,23,6,13,            [CALL] 0x5578f2..F17B.redeem(),CALL,0x5578f2E245e932a599c46215a0cA88707230F17B,victim,redeem,yes,,31083,Return,4999999998 [4.999e9],"Transfer(from: 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, to: 0x5578f2E245e932a599c46215a0cA88707230F17B, amount: 4999999998 [4.999e9]) | Redeem(: 0x7E9Cbcc6f6...",,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,24,7,23,              [CALL] 0x0ee4b2..89f6.redeemAllowed(),CALL,0x0ee4b2C533ED3fFbd9f04CD7E812A4041bbE89f6,,redeemAllowed,yes,,9895,Return,"0x5578f2E245e932a599c46215a0cA88707230F17B, 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, 4999999998 [4.999e9]",,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,25,8,24,                [DELEGATECALL] 0xcebC23..0276.redeemAllowed(),DELEGATECALL,0xcebC23A10Ccb6805C6c759c9e9538DdD01990276,,redeemAllowed,yes,,9217,Return,"0x5578f2E245e932a599c46215a0cA88707230F17B, 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, 4999999998 [4.999e9]","DistributedSupplierComp(param0: 0x5578f2E245e932a599c46215a0cA88707230F17B, param1: 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, param2: 0, param3: 0)",,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,26,9,25,                  [STATICCALL] 0x5578f2..F17B.balanceOf(),STATICCALL,0x5578f2E245e932a599c46215a0cA88707230F17B,victim,balanceOf,yes,,530,Return,0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,27,7,23,              [CALL] 0x7E9Cbc..1596.receive() value=999999999600000000,CALL,0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596,,receive,yes,999999999600000000,0,Stop,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,28,7,23,              [CALL] 0x0ee4b2..89f6.redeemVerify(),CALL,0x0ee4b2C533ED3fFbd9f04CD7E812A4041bbE89f6,,redeemVerify,yes,,1047,Return,"0x5578f2E245e932a599c46215a0cA88707230F17B, 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, 999999999600000000 [9.999e17], 4999999998 [4.999e9]",,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,29,8,28,                [DELEGATECALL] 0xcebC23..0276.redeemVerify(),DELEGATECALL,0xcebC23A10Ccb6805C6c759c9e9538DdD01990276,,redeemVerify,yes,,446,Stop,"0x5578f2E245e932a599c46215a0cA88707230F17B, 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, 999999999600000000 [9.999e17], 4999999998 [4.999e9]",,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,30,6,13,            [CREATE] 0x5843Bf..dFE5.new <unknown>(),CREATE,0x5843Bf4e3c2527eC408B15b40496fd428511dFE5,,new <unknown>,yes,,24481,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,31,6,13,            [CALL] 0x5843Bf..dFE5.sendEthTo() value=99999999999600000000,CALL,0x5843Bf4e3c2527eC408B15b40496fd428511dFE5,,sendEthTo,yes,99999999999600000000,5133,SelfDestruct,0x5578f2E245e932a599c46215a0cA88707230F17B,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,32,6,13,            [CALL] 0x0ee4b2..89f6.enterMarkets(),CALL,0x0ee4b2C533ED3fFbd9f04CD7E812A4041bbE89f6,,enterMarkets,yes,,70685,Return,[0x5578f2E245e932a599c46215a0cA88707230F17B],,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,33,7,32,              [DELEGATECALL] 0xcebC23..0276.enterMarkets(),DELEGATECALL,0xcebC23A10Ccb6805C6c759c9e9538DdD01990276,,enterMarkets,yes,,69996,Return,[0x5578f2E245e932a599c46215a0cA88707230F17B],"MarketEntered(: 0x5578f2E245e932a599c46215a0cA88707230F17B, : 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596)",,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,34,6,13,            [STATICCALL] 0x0D8Df7..601E.getCash(),STATICCALL,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,getCash,yes,,13523,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,35,7,34,              [STATICCALL] 0x0D8Df7..601E.delegateToImplementation(),STATICCALL,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,delegateToImplementation,yes,,12232,Return,0x3b1d21a2,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,36,8,35,                [DELEGATECALL] 0x5A3b0B..B791.getCash(),DELEGATECALL,0x5A3b0BAF4532d7e50D7f6a94b0F152B68153B791,,getCash,yes,,6176,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,37,9,36,                  [STATICCALL] 0x2260FA..C599.balanceOf(),STATICCALL,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,,balanceOf,yes,,2795,Return,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,38,6,13,            [CALL] 0x0D8Df7..601E.borrow(),CALL,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,borrow,yes,,340349,Return,10999999 [1.099e7],,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,39,7,38,              [DELEGATECALL] 0x5A3b0B..B791.borrow(),DELEGATECALL,0x5A3b0BAF4532d7e50D7f6a94b0F152B68153B791,,borrow,yes,,339534,Return,10999999 [1.099e7],"AccrueInterest(: 11000000 [1.1e7], : 0, : 1042781875819451347 [1.042e18], : 0) | Borrow(: 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, : 10999999 [1.099e7], : 10...",,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,40,8,39,                [STATICCALL] 0x2260FA..C599.balanceOf(),STATICCALL,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,,balanceOf,yes,,795,Return,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,41,8,39,                [STATICCALL] 0xD1AbbA..df95.getBorrowRate(),STATICCALL,0xD1AbbAb2a5229CE8BFB573Ce4062058a67a1df95,,getBorrowRate,yes,,4971,Return,"11000000 [1.1e7], 0, 0",,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,42,8,39,                [CALL] 0x0ee4b2..89f6.borrowAllowed(),CALL,0x0ee4b2C533ED3fFbd9f04CD7E812A4041bbE89f6,,borrowAllowed,yes,,197957,Return,"0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E, 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, 10999999 [1.099e7]",,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,43,9,42,                  [DELEGATECALL] 0xcebC23..0276.borrowAllowed(),DELEGATECALL,0xcebC23A10Ccb6805C6c759c9e9538DdD01990276,,borrowAllowed,yes,,197289,Return,"0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E, 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596, 10999999 [1.099e7]","MarketEntered(: 0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E, : 0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596)",,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,44,10,43,                    [STATICCALL] 0xd0AF1C..3Bf4.getUnderlyingPrice(),STATICCALL,0xd0AF1C29E842B94490a78797342e3654E7833Bf4,,getUnderlyingPrice,yes,,32802,Return,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,45,11,44,                      [STATICCALL] 0x0D8Df7..601E.symbol(),STATICCALL,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,symbol,yes,,3053,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,46,11,44,                      [STATICCALL] 0x0D8Df7..601E.symbol(),STATICCALL,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,symbol,yes,,1053,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,47,11,44,                      [STATICCALL] 0x0D8Df7..601E.underlying(),STATICCALL,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,underlying,yes,,424,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,48,11,44,                      [STATICCALL] 0x0D8Df7..601E.underlying(),STATICCALL,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,underlying,yes,,424,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,49,11,44,                      [STATICCALL] 0xF40300..E88c.latestRoundData(),STATICCALL,0xF4030086522a5bEEa4988F8cA5B36dbC97BeE88c,,latestRoundData,yes,,15735,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,50,12,49,                        [STATICCALL] 0xdBe194..4D2d.latestRoundData(),STATICCALL,0xdBe1941BFbe4410D6865b9b7078e0b49af144D2d,,latestRoundData,yes,,7502,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,51,10,43,                    [STATICCALL] 0x5578f2..F17B.getAccountSnapshot(),STATICCALL,0x5578f2E245e932a599c46215a0cA88707230F17B,victim,getAccountSnapshot,yes,,4739,Return,0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,52,10,43,                    [STATICCALL] 0xd0AF1C..3Bf4.getUnderlyingPrice(),STATICCALL,0xd0AF1C29E842B94490a78797342e3654E7833Bf4,,getUnderlyingPrice,yes,,28736,Return,0x5578f2E245e932a599c46215a0cA88707230F17B,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,53,11,52,                      [STATICCALL] 0x5578f2..F17B.symbol(),STATICCALL,0x5578f2E245e932a599c46215a0cA88707230F17B,victim,symbol,yes,,3054,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,54,11,52,                      [STATICCALL] 0x5578f2..F17B.symbol(),STATICCALL,0x5578f2E245e932a599c46215a0cA88707230F17B,victim,symbol,yes,,1054,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,55,11,52,                      [STATICCALL] 0x5f4eC3..8419.latestRoundData(),STATICCALL,0x5f4eC3Df9cbd43714FE2740f5E3616155c5b8419,,latestRoundData,yes,,15735,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,56,12,55,                        [STATICCALL] 0xE62B71..50CC.latestRoundData(),STATICCALL,0xE62B71cf983019BFf55bC83B48601ce8419650CC,,latestRoundData,yes,,7502,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,57,10,43,                    [STATICCALL] 0x0D8Df7..601E.getAccountSnapshot(),STATICCALL,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,getAccountSnapshot,yes,,13283,Return,0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,58,11,57,                      [STATICCALL] 0x0D8Df7..601E.delegateToImplementation(),STATICCALL,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,delegateToImplementation,yes,,11814,Return,0xc37f68e20000000000000000000000007e9cbcc6f64eb544d17b0448dc226946b0e11596,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,59,12,58,                        [DELEGATECALL] 0x5A3b0B..B791.getAccountSnapshot(),DELEGATECALL,0x5A3b0BAF4532d7e50D7f6a94b0F152B68153B791,,getAccountSnapshot,yes,,9945,Return,0x7E9Cbcc6f64Eb544D17b0448DC226946b0e11596,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,60,13,59,                          [STATICCALL] 0x2260FA..C599.balanceOf(),STATICCALL,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,,balanceOf,yes,,795,Return,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,61,10,43,                    [STATICCALL] 0xd0AF1C..3Bf4.getUnderlyingPrice(),STATICCALL,0xd0AF1C29E842B94490a78797342e3654E7833Bf4,,getUnderlyingPrice,yes,,11802,Return,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,62,11,61,                      [STATICCALL] 0x0D8Df7..601E.symbol(),STATICCALL,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,symbol,yes,,1053,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,63,11,61,                      [STATICCALL] 0x0D8Df7..601E.symbol(),STATICCALL,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,symbol,yes,,1053,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,64,11,61,                      [STATICCALL] 0x0D8Df7..601E.underlying(),STATICCALL,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,underlying,yes,,424,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,65,11,61,                      [STATICCALL] 0x0D8Df7..601E.underlying(),STATICCALL,0x0D8Df79195EC37C6cD53036f9F8eE0c24b23601E,,underlying,yes,,424,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,66,11,61,                      [STATICCALL] 0xF40300..E88c.latestRoundData(),STATICCALL,0xF4030086522a5bEEa4988F8cA5B36dbC97BeE88c,,latestRoundData,yes,,3235,Return,,,,,,,
C11,arithmetic,test,yes,0x4c684fb2618c29743531dec9253ede1b757bda0b323dc2f305e3b50ab1773da7,67,12,66,                        [STATICCALL] 0xdBe194..4D2d.latestRoundData(),STATICCALL,0xdBe1941BFbe4410D6865b9b7078e0b49af144D2d,,latestRoundData,yes,,1502,Return,,,,,,,
